Hora,Nome,ccu
23/04/2021 02:20,Team Fortress 2,85209
23/04/2021 02:20,Grand Theft Auto V,66865
23/04/2021 02:20,Source SDK Base 2013 Multiplayer,59189
23/04/2021 02:20,Rust,51630
23/04/2021 02:50,Counter-Strike: Global Offensive,477838
23/04/2021 02:50,Dota 2,297496
23/04/2021 02:50,PLAYERUNKNOWN'S BATTLEGROUNDS,160737
23/04/2021 02:50,Apex Legends,100658
23/04/2021 02:50,Team Fortress 2,85038
23/04/2021 02:50,Grand Theft Auto V,66518
23/04/2021 02:50,Source SDK Base 2013 Multiplayer,57724
23/04/2021 02:50,Rust,50354
23/04/2021 03:20,Counter-Strike: Global Offensive,493496
23/04/2021 03:20,Dota 2,302825
23/04/2021 03:20,PLAYERUNKNOWN'S BATTLEGROUNDS,173258
23/04/2021 03:20,Apex Legends,100538
23/04/2021 03:20,Team Fortress 2,85138
23/04/2021 03:20,Grand Theft Auto V,66617
23/04/2021 03:20,Source SDK Base 2013 Multiplayer,58218
23/04/2021 03:20,Rust,49905
23/04/2021 03:50,Counter-Strike: Global Offensive,523218
23/04/2021 03:50,Dota 2,310343
23/04/2021 03:50,PLAYERUNKNOWN'S BATTLEGROUNDS,185835
23/04/2021 03:50,Apex Legends,101536
23/04/2021 03:50,Team Fortress 2,85963
23/04/2021 03:50,Grand Theft Auto V,69085
23/04/2021 03:50,Source SDK Base 2013 Multiplayer,59851
23/04/2021 03:50,Rust,49876
23/04/2021 04:20,Counter-Strike: Global Offensive,557070
23/04/2021 04:20,Dota 2,319133
23/04/2021 04:20,PLAYERUNKNOWN'S BATTLEGROUNDS,195009
23/04/2021 04:20,Apex Legends,102630
23/04/2021 04:20,Team Fortress 2,85982
23/04/2021 04:20,Grand Theft Auto V,71591
23/04/2021 04:20,Source SDK Base 2013 Multiplayer,60588
23/04/2021 04:20,Path of Exile,50106
23/04/2021 04:50,Counter-Strike: Global Offensive,601945
23/04/2021 04:50,Dota 2,330936
23/04/2021 04:50,PLAYERUNKNOWN'S BATTLEGROUNDS,202558
23/04/2021 04:50,Apex Legends,105849
23/04/2021 04:50,Team Fortress 2,86428
23/04/2021 04:50,Grand Theft Auto V,75299
23/04/2021 04:50,Source SDK Base 2013 Multiplayer,62300
23/04/2021 04:50,Path of Exile,51907
23/04/2021 05:20,Counter-Strike: Global Offensive,641832
23/04/2021 05:20,Dota 2,339762
23/04/2021 05:20,PLAYERUNKNOWN'S BATTLEGROUNDS,207532
23/04/2021 05:20,Apex Legends,109551
23/04/2021 05:20,Team Fortress 2,86401
23/04/2021 05:20,Grand Theft Auto V,79730
23/04/2021 05:20,Source SDK Base 2013 Multiplayer,63211
23/04/2021 05:20,Path of Exile,53489
23/04/2021 05:50,Counter-Strike: Global Offensive,690915
23/04/2021 05:50,Dota 2,350372
23/04/2021 05:50,PLAYERUNKNOWN'S BATTLEGROUNDS,208901
23/04/2021 05:50,Apex Legends,114545
23/04/2021 05:50,Team Fortress 2,85923
23/04/2021 05:50,Grand Theft Auto V,85341
23/04/2021 05:50,Source SDK Base 2013 Multiplayer,65827
23/04/2021 05:50,Path of Exile,55823
23/04/2021 06:20,Counter-Strike: Global Offensive,714345
23/04/2021 06:20,Dota 2,358096
23/04/2021 06:20,PLAYERUNKNOWN'S BATTLEGROUNDS,205207
23/04/2021 06:20,Apex Legends,116170
23/04/2021 06:20,Grand Theft Auto V,89339
23/04/2021 06:20,Team Fortress 2,83672
23/04/2021 06:20,Source SDK Base 2013 Multiplayer,68871
23/04/2021 06:20,Path of Exile,57925
23/04/2021 06:50,Counter-Strike: Global Offensive,737236
23/04/2021 06:50,Dota 2,367401
23/04/2021 06:50,PLAYERUNKNOWN'S BATTLEGROUNDS,201187
23/04/2021 06:50,Apex Legends,116990
23/04/2021 06:50,Grand Theft Auto V,92980
23/04/2021 06:50,Team Fortress 2,84735
23/04/2021 06:50,Source SDK Base 2013 Multiplayer,72125
23/04/2021 06:50,Path of Exile,59684
23/04/2021 07:20,Counter-Strike: Global Offensive,762653
23/04/2021 07:20,Dota 2,378245
23/04/2021 07:20,PLAYERUNKNOWN'S BATTLEGROUNDS,204331
23/04/2021 07:20,Apex Legends,118365
23/04/2021 07:20,Grand Theft Auto V,96603
23/04/2021 07:20,Team Fortress 2,85811
23/04/2021 07:20,Source SDK Base 2013 Multiplayer,74274
23/04/2021 07:20,Tom Clancy's Rainbow Six Siege,61204
23/04/2021 07:50,Counter-Strike: Global Offensive,802850
23/04/2021 07:50,Dota 2,395477
23/04/2021 07:50,PLAYERUNKNOWN'S BATTLEGROUNDS,219008
23/04/2021 07:50,Apex Legends,123180
23/04/2021 07:50,Grand Theft Auto V,101188
23/04/2021 07:50,Team Fortress 2,86738
23/04/2021 07:50,Source SDK Base 2013 Multiplayer,77936
23/04/2021 07:50,Tom Clancy's Rainbow Six Siege,65079
23/04/2021 08:20,Counter-Strike: Global Offensive,850288
23/04/2021 08:20,Dota 2,416313
23/04/2021 08:20,PLAYERUNKNOWN'S BATTLEGROUNDS,246175
23/04/2021 08:20,Apex Legends,133288
23/04/2021 08:20,Grand Theft Auto V,106929
23/04/2021 08:20,Team Fortress 2,87233
23/04/2021 08:20,Source SDK Base 2013 Multiplayer,81296
23/04/2021 08:20,Tom Clancy's Rainbow Six Siege,70476
23/04/2021 08:50,Counter-Strike: Global Offensive,916450
23/04/2021 08:50,Dota 2,448895
23/04/2021 08:50,PLAYERUNKNOWN'S BATTLEGROUNDS,282955
23/04/2021 08:50,Apex Legends,149333
23/04/2021 08:50,Grand Theft Auto V,113940
23/04/2021 08:50,Source SDK Base 2013 Multiplayer,89050
23/04/2021 08:50,Team Fortress 2,88740
23/04/2021 08:50,Tom Clancy's Rainbow Six Siege,78792
23/04/2021 09:20,Counter-Strike: Global Offensive,971676
23/04/2021 09:20,Dota 2,485382
23/04/2021 09:20,PLAYERUNKNOWN'S BATTLEGROUNDS,323086
23/04/2021 09:20,Apex Legends,167261
23/04/2021 09:20,Grand Theft Auto V,120775
23/04/2021 09:20,Source SDK Base 2013 Multiplayer,96135
23/04/2021 09:20,Team Fortress 2,89979
23/04/2021 09:20,Tom Clancy's Rainbow Six Siege,88336
23/04/2021 09:50,Counter-Strike: Global Offensive,1028646
23/04/2021 09:50,Dota 2,526290
23/04/2021 09:50,PLAYERUNKNOWN'S BATTLEGROUNDS,362654
23/04/2021 09:50,Apex Legends,186456
23/04/2021 09:50,Grand Theft Auto V,128253
23/04/2021 09:50,Source SDK Base 2013 Multiplayer,104417
23/04/2021 09:50,Tom Clancy's Rainbow Six Siege,97555
23/04/2021 09:50,Team Fortress 2,93669
23/04/2021 10:20,Counter-Strike: Global Offensive,1073351
23/04/2021 10:20,Dota 2,561498
23/04/2021 10:20,PLAYERUNKNOWN'S BATTLEGROUNDS,392673
23/04/2021 10:20,Apex Legends,202725
23/04/2021 10:20,Grand Theft Auto V,134734
23/04/2021 10:20,Source SDK Base 2013 Multiplayer,112425
23/04/2021 10:20,Tom Clancy's Rainbow Six Siege,105768
23/04/2021 10:20,Team Fortress 2,95022
23/04/2021 10:51,Counter-Strike: Global Offensive,1111656
23/04/2021 10:51,Dota 2,594484
23/04/2021 10:51,PLAYERUNKNOWN'S BATTLEGROUNDS,411146
23/04/2021 10:51,Apex Legends,213536
23/04/2021 10:51,Grand Theft Auto V,139697
23/04/2021 10:51,Source SDK Base 2013 Multiplayer,120014
23/04/2021 10:51,Tom Clancy's Rainbow Six Siege,112582
23/04/2021 10:51,Team Fortress 2,96452
23/04/2021 11:21,Counter-Strike: Global Offensive,1126251
23/04/2021 11:21,Dota 2,618366
23/04/2021 11:21,PLAYERUNKNOWN'S BATTLEGROUNDS,406880
23/04/2021 11:21,Apex Legends,218008
23/04/2021 11:21,Grand Theft Auto V,141616
23/04/2021 11:21,Source SDK Base 2013 Multiplayer,125918
23/04/2021 11:21,Tom Clancy's Rainbow Six Siege,115701
23/04/2021 11:21,Team Fortress 2,96334
23/04/2021 11:51,Counter-Strike: Global Offensive,1121555
23/04/2021 11:51,Dota 2,634620
23/04/2021 11:51,PLAYERUNKNOWN'S BATTLEGROUNDS,394210
23/04/2021 11:51,Apex Legends,217082
23/04/2021 11:51,Grand Theft Auto V,141424
23/04/2021 11:51,Source SDK Base 2013 Multiplayer,131449
23/04/2021 11:51,Tom Clancy's Rainbow Six Siege,115854
23/04/2021 11:51,Team Fortress 2,96953
23/04/2021 12:21,Counter-Strike: Global Offensive,1099191
23/04/2021 12:21,Dota 2,637205
23/04/2021 12:21,PLAYERUNKNOWN'S BATTLEGROUNDS,367664
23/04/2021 12:21,Apex Legends,209514
23/04/2021 12:21,Grand Theft Auto V,137143
23/04/2021 12:21,Source SDK Base 2013 Multiplayer,134722
23/04/2021 12:21,Tom Clancy's Rainbow Six Siege,111506
23/04/2021 12:21,Team Fortress 2,97233
23/04/2021 12:51,Counter-Strike: Global Offensive,1068482
23/04/2021 12:51,Dota 2,609926
23/04/2021 12:51,PLAYERUNKNOWN'S BATTLEGROUNDS,331669
23/04/2021 12:51,Apex Legends,199218
23/04/2021 12:51,Source SDK Base 2013 Multiplayer,138832
23/04/2021 12:51,Grand Theft Auto V,130879
23/04/2021 12:51,Tom Clancy's Rainbow Six Siege,105508
23/04/2021 12:51,Path of Exile,96786
23/04/2021 13:21,Counter-Strike: Global Offensive,1027979
23/04/2021 13:21,Dota 2,602605
23/04/2021 13:21,PLAYERUNKNOWN'S BATTLEGROUNDS,286529
23/04/2021 13:21,Apex Legends,185596
23/04/2021 13:21,Source SDK Base 2013 Multiplayer,141203
23/04/2021 13:21,Grand Theft Auto V,122908
23/04/2021 13:21,Path of Exile,99285
23/04/2021 13:21,Tom Clancy's Rainbow Six Siege,98697
23/04/2021 13:51,Counter-Strike: Global Offensive,999912
23/04/2021 13:51,Dota 2,591020
23/04/2021 13:51,PLAYERUNKNOWN'S BATTLEGROUNDS,247248
23/04/2021 13:51,Apex Legends,173328
23/04/2021 13:51,Source SDK Base 2013 Multiplayer,147738
23/04/2021 13:51,Grand Theft Auto V,115863
23/04/2021 13:51,Path of Exile,101907
23/04/2021 13:51,Team Fortress 2,95421
23/04/2021 14:21,Counter-Strike: Global Offensive,989027
23/04/2021 14:21,Dota 2,572646
23/04/2021 14:21,PLAYERUNKNOWN'S BATTLEGROUNDS,211221
23/04/2021 14:21,Apex Legends,159340
23/04/2021 14:21,Source SDK Base 2013 Multiplayer,152559
23/04/2021 14:21,Grand Theft Auto V,109032
23/04/2021 14:21,Path of Exile,103495
23/04/2021 14:21,Rust,97754
23/04/2021 14:51,Counter-Strike: Global Offensive,1001400
23/04/2021 14:51,Dota 2,558956
23/04/2021 14:51,PLAYERUNKNOWN'S BATTLEGROUNDS,190968
23/04/2021 14:51,Source SDK Base 2013 Multiplayer,157306
23/04/2021 14:51,Apex Legends,152418
23/04/2021 14:51,Grand Theft Auto V,105636
23/04/2021 14:51,Path of Exile,105267
23/04/2021 14:51,Rust,98903
23/04/2021 15:21,Counter-Strike: Global Offensive,1008783
23/04/2021 15:21,Dota 2,527680
23/04/2021 15:21,PLAYERUNKNOWN'S BATTLEGROUNDS,169653
23/04/2021 15:21,Source SDK Base 2013 Multiplayer,154827
23/04/2021 15:21,Apex Legends,143327
23/04/2021 15:21,Path of Exile,106927
23/04/2021 15:21,Grand Theft Auto V,102134
23/04/2021 15:21,Rust,100861
23/04/2021 15:51,Counter-Strike: Global Offensive,1031367
23/04/2021 15:51,Dota 2,524322
23/04/2021 15:51,Source SDK Base 2013 Multiplayer,164000
23/04/2021 15:51,PLAYERUNKNOWN'S BATTLEGROUNDS,153266
23/04/2021 15:51,Apex Legends,136991
23/04/2021 15:51,Path of Exile,108477
23/04/2021 15:51,Rust,102082
23/04/2021 15:51,Grand Theft Auto V,99884
23/04/2021 16:21,Counter-Strike: Global Offensive,1033631
23/04/2021 16:21,Dota 2,511531
23/04/2021 16:21,Source SDK Base 2013 Multiplayer,159993
23/04/2021 16:21,PLAYERUNKNOWN'S BATTLEGROUNDS,139622
23/04/2021 16:21,Apex Legends,132218
23/04/2021 16:21,Path of Exile,109617
23/04/2021 16:21,Rust,102938
23/04/2021 16:21,Team Fortress 2,98810
23/04/2021 16:51,Counter-Strike: Global Offensive,1029422
23/04/2021 16:51,Dota 2,498937
23/04/2021 16:51,Source SDK Base 2013 Multiplayer,132662
23/04/2021 16:51,PLAYERUNKNOWN'S BATTLEGROUNDS,128741
23/04/2021 16:51,Apex Legends,128366
23/04/2021 16:51,Path of Exile,110226
23/04/2021 16:51,Rust,103429
23/04/2021 16:51,Team Fortress 2,98932
23/04/2021 17:21,Counter-Strike: Global Offensive,1000893
23/04/2021 17:21,Dota 2,481007
23/04/2021 17:21,Apex Legends,123768
23/04/2021 17:21,PLAYERUNKNOWN'S BATTLEGROUNDS,118724
23/04/2021 17:21,Source SDK Base 2013 Multiplayer,116499
23/04/2021 17:21,Path of Exile,109680
23/04/2021 17:21,Rust,103079
23/04/2021 17:21,Team Fortress 2,98082
23/04/2021 17:51,Counter-Strike: Global Offensive,949755
23/04/2021 17:51,Dota 2,458779
23/04/2021 17:51,Source SDK Base 2013 Multiplayer,123596
23/04/2021 17:51,Apex Legends,120068
23/04/2021 17:51,PLAYERUNKNOWN'S BATTLEGROUNDS,109983
23/04/2021 17:51,Path of Exile,108370
23/04/2021 17:51,Rust,102400
23/04/2021 17:51,Team Fortress 2,97086
23/04/2021 18:21,Counter-Strike: Global Offensive,875592
23/04/2021 18:21,Dota 2,415308
23/04/2021 18:21,Source SDK Base 2013 Multiplayer,146933
23/04/2021 18:21,Apex Legends,113187
23/04/2021 18:21,Path of Exile,105594
23/04/2021 18:21,Rust,100195
23/04/2021 18:21,PLAYERUNKNOWN'S BATTLEGROUNDS,98605
23/04/2021 18:21,Rocket League,96900
23/04/2021 18:51,Counter-Strike: Global Offensive,819914
23/04/2021 18:51,Dota 2,399593
23/04/2021 18:51,Source SDK Base 2013 Multiplayer,159770
23/04/2021 18:51,Apex Legends,108708
23/04/2021 18:51,Path of Exile,102546
23/04/2021 18:51,Rust,97919
23/04/2021 18:51,Team Fortress 2,95255
23/04/2021 18:51,Rocket League,92022
23/04/2021 19:21,Counter-Strike: Global Offensive,750471
23/04/2021 19:21,Dota 2,374689
23/04/2021 19:21,Source SDK Base 2013 Multiplayer,156664
23/04/2021 19:21,Apex Legends,102971
23/04/2021 19:21,Path of Exile,97516
23/04/2021 19:21,Rust,94427
23/04/2021 19:21,Team Fortress 2,93815
23/04/2021 19:21,Rocket League,85779
23/04/2021 19:51,Counter-Strike: Global Offensive,676614
23/04/2021 19:51,Dota 2,347259
23/04/2021 19:51,Source SDK Base 2013 Multiplayer,153720
23/04/2021 19:51,Apex Legends,98064
23/04/2021 19:51,Team Fortress 2,96706
23/04/2021 19:51,Path of Exile,91631
23/04/2021 19:51,Rust,90824
23/04/2021 19:51,Rocket League,77095
23/04/2021 20:21,Counter-Strike: Global Offensive,612669
23/04/2021 20:21,Dota 2,321898
23/04/2021 20:21,Source SDK Base 2013 Multiplayer,144954
23/04/2021 20:21,Team Fortress 2,96509
23/04/2021 20:21,Apex Legends,93851
23/04/2021 20:21,Rust,87103
23/04/2021 20:21,Path of Exile,86011
23/04/2021 20:21,Rocket League,69427
23/04/2021 20:51,Counter-Strike: Global Offensive,556662
23/04/2021 20:51,Dota 2,301166
23/04/2021 20:51,Source SDK Base 2013 Multiplayer,138201
23/04/2021 20:51,Team Fortress 2,96744
23/04/2021 20:51,Apex Legends,92278
23/04/2021 20:51,Rust,84156
23/04/2021 20:51,Path of Exile,80948
23/04/2021 20:51,Rocket League,63426
23/04/2021 21:21,Counter-Strike: Global Offensive,509989
23/04/2021 21:21,Dota 2,285667
23/04/2021 21:21,Source SDK Base 2013 Multiplayer,128174
23/04/2021 21:21,Team Fortress 2,96108
23/04/2021 21:21,Apex Legends,90787
23/04/2021 21:21,Rust,81166
23/04/2021 21:21,Path of Exile,76194
23/04/2021 21:21,Rocket League,59015
23/04/2021 21:51,Counter-Strike: Global Offensive,484935
23/04/2021 21:51,Dota 2,280217
23/04/2021 21:51,Source SDK Base 2013 Multiplayer,120743
23/04/2021 21:51,Team Fortress 2,94663
23/04/2021 21:51,Apex Legends,93657
23/04/2021 21:51,Rust,78693
23/04/2021 21:51,Path of Exile,72490
23/04/2021 21:51,PLAYERUNKNOWN'S BATTLEGROUNDS,61388
23/04/2021 22:21,Counter-Strike: Global Offensive,488215
23/04/2021 22:21,Dota 2,285798
23/04/2021 22:21,Source SDK Base 2013 Multiplayer,113142
23/04/2021 22:21,Apex Legends,98327
23/04/2021 22:21,Team Fortress 2,95728
23/04/2021 22:21,Rust,76508
23/04/2021 22:21,PLAYERUNKNOWN'S BATTLEGROUNDS,71646
23/04/2021 22:21,Path of Exile,69361
23/04/2021 22:51,Counter-Strike: Global Offensive,504945
23/04/2021 22:51,Dota 2,293935
23/04/2021 22:51,Source SDK Base 2013 Multiplayer,108437
23/04/2021 22:51,Apex Legends,105413
23/04/2021 22:51,Team Fortress 2,95597
23/04/2021 22:51,PLAYERUNKNOWN'S BATTLEGROUNDS,85482
23/04/2021 22:51,Rust,75297
23/04/2021 22:51,Path of Exile,66737
23/04/2021 23:21,Counter-Strike: Global Offensive,526801
23/04/2021 23:21,Dota 2,311142
23/04/2021 23:21,Apex Legends,112952
23/04/2021 23:21,Source SDK Base 2013 Multiplayer,103322
23/04/2021 23:21,PLAYERUNKNOWN'S BATTLEGROUNDS,100538
23/04/2021 23:21,Team Fortress 2,94998
23/04/2021 23:21,Rust,73977
23/04/2021 23:21,Grand Theft Auto V,72038
23/04/2021 23:51,Counter-Strike: Global Offensive,542923
23/04/2021 23:51,Dota 2,328949
23/04/2021 23:51,Apex Legends,119926
23/04/2021 23:51,PLAYERUNKNOWN'S BATTLEGROUNDS,115557
23/04/2021 23:51,Source SDK Base 2013 Multiplayer,98668
23/04/2021 23:51,Team Fortress 2,94881
23/04/2021 23:51,Grand Theft Auto V,77344
23/04/2021 23:51,Rust,72842
24/04/2021 00:21,Counter-Strike: Global Offensive,550017
24/04/2021 00:21,Dota 2,338688
24/04/2021 00:21,PLAYERUNKNOWN'S BATTLEGROUNDS,127047
24/04/2021 00:21,Apex Legends,124180
24/04/2021 00:21,Source SDK Base 2013 Multiplayer,93242
24/04/2021 00:21,Team Fortress 2,92462
24/04/2021 00:21,Grand Theft Auto V,81013
24/04/2021 00:21,Rust,71224
24/04/2021 00:51,Counter-Strike: Global Offensive,549205
24/04/2021 00:51,Dota 2,349853
24/04/2021 00:51,PLAYERUNKNOWN'S BATTLEGROUNDS,135930
24/04/2021 00:51,Team Fortress 2,91327
24/04/2021 00:51,Source SDK Base 2013 Multiplayer,87669
24/04/2021 00:51,Grand Theft Auto V,83959
24/04/2021 00:51,Tom Clancy's Rainbow Six Siege,70384
24/04/2021 00:51,Rust,69712
24/04/2021 01:21,Counter-Strike: Global Offensive,555372
24/04/2021 01:21,Dota 2,356216
24/04/2021 01:21,PLAYERUNKNOWN'S BATTLEGROUNDS,146835
24/04/2021 01:21,Apex Legends,100837
24/04/2021 01:21,Team Fortress 2,90368
24/04/2021 01:21,Grand Theft Auto V,86827
24/04/2021 01:21,Source SDK Base 2013 Multiplayer,83064
24/04/2021 01:21,Tom Clancy's Rainbow Six Siege,69410
24/04/2021 01:51,Counter-Strike: Global Offensive,571344
24/04/2021 01:51,Dota 2,359697
24/04/2021 01:51,PLAYERUNKNOWN'S BATTLEGROUNDS,166864
24/04/2021 01:51,Apex Legends,126615
24/04/2021 01:51,Grand Theft Auto V,91151
24/04/2021 01:51,Team Fortress 2,90429
24/04/2021 01:51,Source SDK Base 2013 Multiplayer,79586
24/04/2021 01:51,NARAKA: BLADEPOINT Playtest,69286
24/04/2021 02:21,Counter-Strike: Global Offensive,594476
24/04/2021 02:21,Dota 2,370410
24/04/2021 02:21,PLAYERUNKNOWN'S BATTLEGROUNDS,191877
24/04/2021 02:21,Apex Legends,140729
24/04/2021 02:21,Grand Theft Auto V,94679
24/04/2021 02:21,Team Fortress 2,89408
24/04/2021 02:21,Source SDK Base 2013 Multiplayer,74623
24/04/2021 02:21,Tom Clancy's Rainbow Six Siege,68646
24/04/2021 02:51,Counter-Strike: Global Offensive,619038
24/04/2021 02:51,Dota 2,383514
24/04/2021 02:51,PLAYERUNKNOWN'S BATTLEGROUNDS,219154
24/04/2021 02:51,Apex Legends,147821
24/04/2021 02:51,Grand Theft Auto V,97487
24/04/2021 02:51,Team Fortress 2,88826
24/04/2021 02:51,Source SDK Base 2013 Multiplayer,72173
24/04/2021 02:51,Tom Clancy's Rainbow Six Siege,68171
24/04/2021 03:21,Counter-Strike: Global Offensive,641472
24/04/2021 03:21,Dota 2,397656
24/04/2021 03:21,PLAYERUNKNOWN'S BATTLEGROUNDS,244240
24/04/2021 03:21,Apex Legends,151841
24/04/2021 03:21,Grand Theft Auto V,100039
24/04/2021 03:21,Team Fortress 2,87916
24/04/2021 03:21,Source SDK Base 2013 Multiplayer,69000
24/04/2021 03:21,Tom Clancy's Rainbow Six Siege,67689
24/04/2021 03:51,Counter-Strike: Global Offensive,667456
24/04/2021 03:51,Dota 2,412427
24/04/2021 03:51,PLAYERUNKNOWN'S BATTLEGROUNDS,265133
24/04/2021 03:51,Apex Legends,154167
24/04/2021 03:51,Grand Theft Auto V,102992
24/04/2021 03:51,Team Fortress 2,87572
24/04/2021 03:51,NARAKA: BLADEPOINT Playtest,77768
24/04/2021 03:51,Source SDK Base 2013 Multiplayer,67761
24/04/2021 04:21,Counter-Strike: Global Offensive,698927
24/04/2021 04:21,Dota 2,427032
24/04/2021 04:21,PLAYERUNKNOWN'S BATTLEGROUNDS,281941
24/04/2021 04:21,Apex Legends,153751
24/04/2021 04:21,Grand Theft Auto V,105026
24/04/2021 04:21,NARAKA: BLADEPOINT Playtest,88982
24/04/2021 04:21,Team Fortress 2,87214
24/04/2021 04:21,Tom Clancy's Rainbow Six Siege,66571
24/04/2021 04:51,Counter-Strike: Global Offensive,730180
24/04/2021 04:51,Dota 2,442352
24/04/2021 04:51,PLAYERUNKNOWN'S BATTLEGROUNDS,292791
24/04/2021 04:51,Apex Legends,154308
24/04/2021 04:51,Grand Theft Auto V,107186
24/04/2021 04:51,NARAKA: BLADEPOINT Playtest,94606
24/04/2021 04:51,Team Fortress 2,86340
24/04/2021 04:51,Tom Clancy's Rainbow Six Siege,67321
24/04/2021 05:21,Counter-Strike: Global Offensive,756741
24/04/2021 05:21,Dota 2,455449
24/04/2021 05:21,PLAYERUNKNOWN'S BATTLEGROUNDS,297100
24/04/2021 05:21,Apex Legends,153737
24/04/2021 05:21,Grand Theft Auto V,109432
24/04/2021 05:21,NARAKA: BLADEPOINT Playtest,97492
24/04/2021 05:21,Team Fortress 2,85506
24/04/2021 05:21,Tom Clancy's Rainbow Six Siege,67952
24/04/2021 05:51,Counter-Strike: Global Offensive,781286
24/04/2021 05:51,Dota 2,463744
24/04/2021 05:51,PLAYERUNKNOWN'S BATTLEGROUNDS,295594
24/04/2021 05:51,Apex Legends,153117
24/04/2021 05:51,Grand Theft Auto V,112218
24/04/2021 05:51,NARAKA: BLADEPOINT Playtest,98181
24/04/2021 05:51,Team Fortress 2,86181
24/04/2021 05:51,Source SDK Base 2013 Multiplayer,70018
24/04/2021 06:21,Counter-Strike: Global Offensive,788134
24/04/2021 06:21,Dota 2,468968
24/04/2021 06:21,PLAYERUNKNOWN'S BATTLEGROUNDS,286594
24/04/2021 06:21,Apex Legends,149588
24/04/2021 06:21,Grand Theft Auto V,113418
24/04/2021 06:21,NARAKA: BLADEPOINT Playtest,97081
24/04/2021 06:21,Team Fortress 2,86722
24/04/2021 06:21,Source SDK Base 2013 Multiplayer,73236
24/04/2021 06:51,Counter-Strike: Global Offensive,802201
24/04/2021 06:51,Dota 2,470347
24/04/2021 06:51,PLAYERUNKNOWN'S BATTLEGROUNDS,271757
24/04/2021 06:51,Apex Legends,144560
24/04/2021 06:51,Grand Theft Auto V,113570
24/04/2021 06:51,NARAKA: BLADEPOINT Playtest,93336
24/04/2021 06:51,Team Fortress 2,87451
24/04/2021 06:51,Source SDK Base 2013 Multiplayer,78110
24/04/2021 07:21,Counter-Strike: Global Offensive,820636
24/04/2021 07:21,Dota 2,473059
24/04/2021 07:21,PLAYERUNKNOWN'S BATTLEGROUNDS,256418
24/04/2021 07:21,Apex Legends,139319
24/04/2021 07:21,Grand Theft Auto V,114164
24/04/2021 07:21,NARAKA: BLADEPOINT Playtest,88349
24/04/2021 07:21,Team Fortress 2,88039
24/04/2021 07:21,Source SDK Base 2013 Multiplayer,81896
24/04/2021 07:51,Counter-Strike: Global Offensive,851703
24/04/2021 07:51,Dota 2,476612
24/04/2021 07:51,PLAYERUNKNOWN'S BATTLEGROUNDS,258959
24/04/2021 07:51,Apex Legends,140069
24/04/2021 07:51,Grand Theft Auto V,115998
24/04/2021 07:51,NARAKA: BLADEPOINT Playtest,92176
24/04/2021 07:51,Team Fortress 2,88906
24/04/2021 07:51,Source SDK Base 2013 Multiplayer,86747
24/04/2021 08:21,Counter-Strike: Global Offensive,893493
24/04/2021 08:21,Dota 2,495580
24/04/2021 08:21,PLAYERUNKNOWN'S BATTLEGROUNDS,279200
24/04/2021 08:21,Apex Legends,146624
24/04/2021 08:21,Grand Theft Auto V,118759
24/04/2021 08:21,NARAKA: BLADEPOINT Playtest,97262
24/04/2021 08:21,Source SDK Base 2013 Multiplayer,91304
24/04/2021 08:21,Team Fortress 2,89580
24/04/2021 08:51,Counter-Strike: Global Offensive,935625
24/04/2021 08:51,Dota 2,521175
24/04/2021 08:51,PLAYERUNKNOWN'S BATTLEGROUNDS,309149
24/04/2021 08:51,Apex Legends,158208
24/04/2021 08:51,Grand Theft Auto V,123830
24/04/2021 08:51,NARAKA: BLADEPOINT Playtest,103143
24/04/2021 08:51,Source SDK Base 2013 Multiplayer,98323
24/04/2021 08:51,Team Fortress 2,91197
24/04/2021 09:21,Counter-Strike: Global Offensive,973305
24/04/2021 09:21,Dota 2,554196
24/04/2021 09:21,PLAYERUNKNOWN'S BATTLEGROUNDS,344438
24/04/2021 09:21,Apex Legends,172947
24/04/2021 09:21,Grand Theft Auto V,128787
24/04/2021 09:21,NARAKA: BLADEPOINT Playtest,109340
24/04/2021 09:21,Source SDK Base 2013 Multiplayer,104612
24/04/2021 09:21,Team Fortress 2,92513
24/04/2021 09:51,Counter-Strike: Global Offensive,1028494
24/04/2021 09:51,Dota 2,587758
24/04/2021 09:51,PLAYERUNKNOWN'S BATTLEGROUNDS,375905
24/04/2021 09:51,Apex Legends,189041
24/04/2021 09:51,Grand Theft Auto V,134491
24/04/2021 09:51,NARAKA: BLADEPOINT Playtest,115635
24/04/2021 09:51,Source SDK Base 2013 Multiplayer,111531
24/04/2021 09:51,Tom Clancy's Rainbow Six Siege,95352
24/04/2021 10:21,Counter-Strike: Global Offensive,1068535
24/04/2021 10:21,Dota 2,618255
24/04/2021 10:21,PLAYERUNKNOWN'S BATTLEGROUNDS,398838
24/04/2021 10:21,Apex Legends,202142
24/04/2021 10:21,Grand Theft Auto V,139225
24/04/2021 10:21,NARAKA: BLADEPOINT Playtest,119477
24/04/2021 10:21,Source SDK Base 2013 Multiplayer,119234
24/04/2021 10:21,Tom Clancy's Rainbow Six Siege,101722
24/04/2021 10:51,Counter-Strike: Global Offensive,1095067
24/04/2021 10:51,Dota 2,642553
24/04/2021 10:51,PLAYERUNKNOWN'S BATTLEGROUNDS,409347
24/04/2021 10:51,Apex Legends,212488
24/04/2021 10:51,Grand Theft Auto V,142653
24/04/2021 10:51,Source SDK Base 2013 Multiplayer,126427
24/04/2021 10:51,NARAKA: BLADEPOINT Playtest,121513
